0,135.281036,145.891571
1,135.821213,147.978485
2,135.874771,148.071243
3,136.704514,148.04921
4,136.992004,148.126648
5,137.084076,148.736923
6,137.808258,147.73967
7,138.220047,148.499832
8,138.734863,148.832901
9,139.318268,147.800629
10,139.762299,147.318619
11,139.441208,147.151443
12,140.145935,147.002121
13,140.6698,146.13092
14,139.554626,146.564911
15,138.833878,146.490128
0,180.244675,144.13266
1,179.875793,144.151138
2,179.363647,145.149689
3,179.292175,144.985962
4,179.566055,144.764252
5,179.279953,145.084518
6,178.725723,144.390244
7,178.313858,144.19371
8,178.960602,143.108871
9,178.897156,143.062881
10,179.292984,144.304688
11,178.853073,144.713837
12,179.480652,144.603165
13,180.248276,143.92569
0,113.75666,134.128723
1,114.380661,132.751984
2,114.463951,132.24205
3,114.257378,132.383804
4,113.862808,132.678131
5,114.035057,131.76738
6,113.823631,133.361008
7,114.626175,133.671997
8,114.627022,132.781097
9,114.159576,132.49295
10,114.027107,132.130768
11,114.67421,133.152451
12,114.670311,133.382004
13,114.75061,133.594604
14,114.976166,133.258118
15,115.393112,133.846542
16,115.926521,133.365921
17,115.419739,134.486206
18,115.406517,133.869293
19,114.071327,132.712448
20,114.606049,132.662552
21,114.131088,132.954346
22,113.989494,132.587875
23,113.778915,131.837143
24,114.186104,131.254013
0,164.917831,140.314102
1,166.86174,140.424942
2,167.751068,140.402435
0,159.8974,92.221283
1,161.205566,93.050278
2,160.715836,91.168022
3,160.574249,92.873192
4,161.833649,94.353287
5,161.3927,95.555275
6,161.527496,95.555603
0,153.039871,144.765778
1,153.140778,144.75676
2,153.323792,143.764542
3,153.730728,144.193588
4,154.25853,143.195801
5,151.794235,146.29068
6,153.082367,144.41861
0,115.690666,144.140228
1,117.510902,143.287018
0,167.114243,144.238464
1,167.79303,142.866974
2,167.195435,141.752197
3,167.678802,141.509369
4,168.200821,141.962997
5,168.397125,142.591629
6,171.058884,144.19838
0,147.457962,112.498894
1,146.9095,111.028664
2,146.461823,111.195137
0,169.147461,104.239212
1,169.757401,102.716446
2,169.173309,102.718674
3,168.762146,102.724922
4,168.618439,104.114319
0,133.731064,153.002899
1,137.986282,152.217514
2,137.710953,151.707733
3,138.112473,152.081894
4,138.299667,151.927826
5,139.027695,151.359146
6,139.389572,151.372849
7,138.005966,150.742401
8,137.72467,150.790054
9,137.560501,151.005798
10,137.393341,150.201187
11,137.123199,150.445709
12,136.875046,150.315002
13,137.343552,150.399338
14,137.044205,150.289841
15,137.041351,149.472687
16,137.190735,150.560074
17,137.257553,149.820847
18,137.323334,149.929199
19,137.255341,150.151077
20,136.35173,150.060562
21,135.410095,149.97081
22,135.66571,150.392822
23,136.259323,149.958832
24,136.215881,149.288315
25,135.805054,149.096542
26,135.647156,149.38382
27,135.37645,149.740982
28,135.751312,149.194626
29,136.183029,149.334564
30,136.208435,149.168091
31,136.358093,149.718506
32,135.929565,149.673996
33,136.416397,149.737289
34,137.038879,149.993958
35,137.1539,149.782684
36,137.54747,149.084808
37,137.362411,149.431381
38,137.100571,149.891846
39,136.636307,149.716232
40,137.530014,149.224899
41,138.239426,148.546036
42,138.621643,147.884445
43,139.140045,147.375977
44,138.197449,147.484848
45,138.416626,147.416809
46,138.398544,147.829453
47,138.353378,147.337662
48,138.90361,146.903336
49,138.973145,147.085403
50,138.630554,146.577957
51,137.219604,146.805679
52,138.172256,146.708847
53,137.143127,147.562622
54,137.619385,148.589722
55,137.94043,148.898849
56,137.366409,149.180832
57,137.317062,148.477234
58,137.905533,149.24234
59,137.327087,149.264008
60,137.931808,149.017471
61,137.963211,149.160553
62,138.497025,148.831009
63,138.539322,147.778
64,138.019897,147.024872
65,138.323853,147.241501
66,138.848679,147.885071
67,139.313873,148.132294
68,138.54248,147.996597
69,140.041946,147.831009
70,140.336105,147.507263
71,141.103455,146.846878
72,140.257919,146.016159
73,138.713165,144.905518
74,139.850983,146.062607
75,139.519165,146.047272
76,138.301407,144.822769
77,137.551743,143.586914
78,137.974991,144.278671
79,138.197769,142.790604
80,138.655045,141.859787
0,172.280884,160.354965
1,171.898758,160.524582
2,172.011978,160.455551
3,171.689468,160.695526
4,172.105835,161.799637
5,172.906601,162.319473
6,173.153809,162.173843
7,173.78627,162.587921
8,173.628021,163.077911
9,174.678909,163.043777
10,174.308258,163.513901
11,175.050171,163.703171
12,174.270935,165.028778
13,175.095032,165.886673
14,174.60463,165.097122
15,174.769806,165.464569
16,175.360138,166.258438
17,174.605682,166.297882
18,174.91861,166.180237
19,174.659515,166.582916
20,175.045227,166.227768
21,175.074753,166.494019
22,175.496841,166.039673
23,175.077087,165.447433
24,174.8293,165.480118
25,174.828445,165.80304
26,175.686661,167.953064
27,174.738297,167.272247
28,175.053619,167.101303
29,175.89978,168.009796
30,175.548355,167.235306
31,175.602829,166.525894
32,175.151291,167.267715
33,175.624985,166.354523
34,175.799469,165.919403
35,175.214676,166.410675
36,174.881744,166.158798
37,175.851608,165.540405
38,175.89415,165.341263
39,175.809296,165.385391
40,176.09581,165.118576
41,176.196457,164.933868
42,176.222733,165.603165
43,175.996078,165.097504
44,175.92276,165.700211
45,176.165359,165.441391
46,175.465698,165.565338
47,175.904343,165.685318
48,175.678024,165.073853
49,175.207764,165.997681
50,175.51413,166.753082
51,175.431671,165.887695
52,175.796463,165.817017
53,175.617966,166.012283
54,174.058487,165.926422
55,174.850723,165.84285
56,175.84021,164.454819
57,174.755432,166.05127
58,174.506622,167.522171
59,173.608978,167.628311
60,174.938675,166.7733
61,174.503784,167.004333
62,175.102615,167.161072
63,174.15036,167.195663
64,175.056198,166.300095
65,174.536621,165.530991
66,174.506912,165.086304
67,174.585953,165.729202
68,175.334641,165.73912
69,175.080048,164.716461
70,175.919113,164.382935
71,175.752274,164.932083
72,175.49913,163.378021
73,175.361542,163.047134
74,175.715714,163.81636
75,174.647491,163.898438
76,175.046631,164.066513
77,174.943848,164.004211
78,175.50679,164.671371
79,174.507523,164.404831
80,175.002853,164.195038
81,175.209549,162.17421
82,175.405899,162.398819
83,175.305817,162.135773
